MAC_masked,user_masked,domain,rssi,snr,byte_rx,byte_tx,name_ap,class
fd982b08e8c2e2b2c4eb0ea85d9609fd9d3f140c5405756f45cf86d670c00dbe,,,,42.0,36176.0,3984,AP-CIT-DAUIN3-07,Unknown
94579e1d9706a9975ad8810ac90c82171f01c590026ad6084bb8edb473e0f847,bb348f31e4f20d049546c7069f550cb109198c43cb8bfe4689975816e59b43c1,studenti.polito.it,-58.0,36.0,672089.0,4207207,AP-AULA11T-01,Student
e7d3871a2773fc466b6dab8991796de55e33dead164b608420e5334410cd31e0,4c9d5957986ab44a98d1ab22409a507faa5742d3c93384f33c44bcf2b97ff463,studenti.polito.it,-62.0,31.0,1550380.0,2988063,AP-AULAR4B-01,Student
343a5ca04e9271f080cc87144259661c1f71c023ab7ea4e96f050cc54e068231,57e29850cc3bf9a328a9af4aaf2a944f4ae17ef6ac6b2f012d2871ce03cfd732,studenti.polito.it,-55.0,40.0,15664050.0,869536104,AP-CIT-EXCELID,Student
8c9f4e0bcfb26c16c27a84e38d6880ce71962fbda4cd3b0cb3cda2cea425d5af,,,,23.0,7097963.0,716297,AP-DIATI0-01,Unknown
3b964d760a0ce0788a7e5f79d1b39a0c101f3c76d92d6e8aadfcb9a125c1c674,d6cacef244a0719cd193c16c42f32f3e0020cb4114765ee387a7a57948460e6e,studenti.polito.it,-55.0,38.0,27947826.0,16126243,AP-LAIB5D-01,Student
75b6b8eaea670b52c9484f6a3a83677fd7d98d117e20eafa31941789ad49194e,1be888fbfe78194e0f2c1f1b539ee7536151d1b0649845274c898fc01e5cafc6,studenti.polito.it,-47.0,43.0,313518231.0,10276977,AP-CIT-EXCELID,Student
db56660392e24089162da64b6fd220274a6ca83900b25f1c04e1ebd9b4975a10,410662103bca98e28a3ad3611ae201f5844a47b2acc82fc21d426385ee639cb8,studenti.polito.it,-57.0,36.0,444994204.0,11941963,AP-AULASTUDIOR1-01,Student
afa83f8b9227617bd9fb6802d6802dfe432d623a92e7e6646f9e9aba2a094031,5816ee40619d968f37d6c758acbe6b18ffeb6edf39be9beaec64f49339b21d48,studenti.polito.it,-59.0,31.0,300586.0,67843,AP-FISLAB3,Student
2b379c7bea610308d91f849adc425e465f4af45c92f0f3988011d8ed42811280,,,,48.0,0.0,0,AP-BCI-07,Unknown
