MAC_masked,user_masked,domain,rssi,snr,byte_rx,byte_tx,name_ap,class
e7d3871a2773fc466b6dab8991796de55e33dead164b608420e5334410cd31e0,4c9d5957986ab44a98d1ab22409a507faa5742d3c93384f33c44bcf2b97ff463,studenti.polito.it,-57.0,36.0,1093596.0,333904,AP-AULAR4B-01,Student
343a5ca04e9271f080cc87144259661c1f71c023ab7ea4e96f050cc54e068231,57e29850cc3bf9a328a9af4aaf2a944f4ae17ef6ac6b2f012d2871ce03cfd732,studenti.polito.it,-60.0,34.0,15268955.0,869371202,AP-CIT-EXCELID,Student
8c9f4e0bcfb26c16c27a84e38d6880ce71962fbda4cd3b0cb3cda2cea425d5af,,,,24.0,6818483.0,688103,AP-DIATI0-01,Unknown
3b964d760a0ce0788a7e5f79d1b39a0c101f3c76d92d6e8aadfcb9a125c1c674,d6cacef244a0719cd193c16c42f32f3e0020cb4114765ee387a7a57948460e6e,studenti.polito.it,-54.0,39.0,25958807.0,11708854,AP-LAIB5D-01,Student
75b6b8eaea670b52c9484f6a3a83677fd7d98d117e20eafa31941789ad49194e,1be888fbfe78194e0f2c1f1b539ee7536151d1b0649845274c898fc01e5cafc6,studenti.polito.it,-49.0,37.0,310560845.0,8057702,AP-CIT-EXCELID,Student
db56660392e24089162da64b6fd220274a6ca83900b25f1c04e1ebd9b4975a10,410662103bca98e28a3ad3611ae201f5844a47b2acc82fc21d426385ee639cb8,studenti.polito.it,-54.0,38.0,375688321.0,10371692,AP-AULASTUDIOR1-01,Student
afa83f8b9227617bd9fb6802d6802dfe432d623a92e7e6646f9e9aba2a094031,5816ee40619d968f37d6c758acbe6b18ffeb6edf39be9beaec64f49339b21d48,studenti.polito.it,-60.0,32.0,296493.0,59061,AP-FISLAB3,Student
2b379c7bea610308d91f849adc425e465f4af45c92f0f3988011d8ed42811280,,,,49.0,0.0,0,AP-BCI-08,Unknown
b6404d5a542214d60d8518347d9367e23c5cdc2b8677723421bd0815779f8f31,3b8bc81310e33a06027957f8ff9832030667469bdd59abbe418bf1a33010a113,polito.it,-59.0,36.0,254855543.0,75415809,AP-AULA12I-02,Staff
589dc706552e3982f8a2e938642bc4d3608ab730ded7a730965d0ebb151630d7,3b708c41aa1e027f855a11bdd8023061691aeb2869acde5e84b3675bd0546dca,studenti.polito.it,-69.0,25.0,90442199.0,14435474,AP-VALE-MOLLINO-02,Student
9819180e2488c1503d4f4fd8da129c3bf066b7cd7b8dd9f8bdfe0d443652f142,bd9ebf937152811fcf0f4bf4e9c57daa5a7fe33b5b74b55f34252ac069cbbbed,studenti.polito.it,-51.0,45.0,17365707.0,3986804,AP-AULA2-03,Student
a55516b716575664cb98939fda7a8840bf9073244c3f8f42ae63c2a5321ef882,a84d69d4dfe2dead7ea62d2df430c96ee52ea5f782d857dfffb0e127a403f6e3,studenti.polito.it,-59.0,33.0,103090838.0,21654817,AP-COV-C3B-XP03-15,Student
e48a1666df373d9f9d896ab3b1fb7f1e90f2e3535716db1fa0aa17e8739854e2,9172e4b6d9177452ed6277cf905564726fbcf9749937fc8c9f20c91d6e38f2eb,polito.it,-54.0,39.0,76825147.0,5538563,AP-CIT-DET3-02,Staff
f84dad0df08365e927b3113785d56c93a3cc9bf214e0b1dfbfabe64c64389573,85abf63e442f4d7d28723188cf18cabf6ad16e8d35873e64b164c9f9136746a0,studenti.polito.it,-57.0,37.0,20036300.0,2697313,AP-VALE-AULA4V,Student
466cd3b6cca1602a432a26fe5209d604e5745279b0bbcbcac147a2f4295b1cce,8e7ac24eed19f0078a5e621863576428a941fc776768894b7f0f8aec9958cc09,polito.it,-63.0,31.0,15099197.0,3317987,AP-AULA10,Staff
13feb50eb323d8650a4740ec12d9a73341ea17dcdd4e06170fb581bd8b53cf67,31e6cb3bab6b6d803e1be1b6e5b083cf0c1a7ef539d2f8b759e61145a71e9fd3,polito.it,-63.0,30.0,95731872.0,13367453,AP-RETTORATO-CDA,Staff
007e8d59788ee048f7e4337cf0c6633d421d29265d9477cc706cf1b14b1cbd3f,44a461633f46403671566ad1cf407803d7f3bef38007016a596de5d757da1b09,studenti.unisa.it,-48.0,47.0,72453271.0,7195865,AP-AULA15A-01,External
d4e7d2575fd4bd42a0831baadf060f5eb3c05b3e77b71fb08c6a23198975d934,3ec089d9e7ece48271d8644431c53296170df961b592f64876f87abe1ad5e21e,polito.it,-69.0,25.0,187064.0,201827,AP-VERRES03,Staff
713000fed0935fdf9a1741fcee941a5b0ebb2a23b3e052ea3ed8ebe767877835,ff34ccd3322e43cff8d1f04ee365bed0e01a390d0fb08dc37ca63cd7e65cc259,studenti.polito.it,-60.0,30.0,1754837.0,559041,AP-AULA9I-02,Student
dc7dff3f4d845a492550cc3e69a150f17172d80731dd004fb1940a0275e15c81,33a8ccff17f7b16bc9614cfd6f5d56e2ecd7e036c87d8ddad3b6ae3971a8304a,studenti.polito.it,-53.0,43.0,161440778.0,4590227,AP-BCI-07,Student
0a88f32cc8324fda4dcdb46dcfde24ccfb1484ba949f8644d96162b4a962c1fa,2f2d01da9bc1ac10a2169ac17930287576792437ff9abdc6141d18a94f3d6b42,studenti.polito.it,-65.0,28.0,34704468.0,6941123,AP-AULA12I-01,Student
554d3aa33889bd86945b0ee7cc9cbd2b0e49734718b68de9206766f0be5d7389,abd32e5ac4db342da2114a7654a3afe957fb48ff9f2c82e25bbad393d90eed04,polito.it,-54.0,38.0,415064952.0,38526688,AP-DISMIC29,Staff
56ddc2797b51ae9f872a1ee3ca6599a6c8735bf16b1dbfbc147bffde7daa1b5a,ade085a5ba4b719f8ce578aa10a193d9113d85570af68ccdcfcf166634ef2ddb,polito.it,-50.0,39.0,21637137.0,3494332,AP-DISMIC29,Staff
592bbacea958de3e32f6a840aab3c179c3ce0f528f16b600ed2536c4d351dfe8,f752bded36d0a229499fb7cf28de399010a45b2c20ec40bb9bdfbc4acbe9b691,studenti.polito.it,-50.0,45.0,43736772.0,24328516,AP-AULA8D-01,Student
36f4975ac2d3f2a4ccad352fcd0c8a89ee5bc59fd1bbd61bfa51c7fcb03ed57e,a346d38f45f22db1a6dc5df813b8fc85aefa923be7100089c28da00b4f46be33,studenti.polito.it,-47.0,47.0,20932822.0,1895670,AP-BCI-08,Student
41109f6137c623829c0ab40128cd156d58363fef0e4a7cf21d7561cd5c55c6e2,44fda9f6089f0c4931d905648f48546d446a1d3f1ffd39235e34974a4656ab2e,polito.it,-42.0,53.0,234261485.0,9090827,AP-BCI-TZ-01,Staff
8c21e945eeeeaa91bd7bc7382ece2742f3caaf292b13cf27ac8b754f0c4a7eff,60f6e1a4d9e58416eed594f600681138bfd6b32baf57d5dd1779e413b1618175,studenti.polito.it,-55.0,38.0,20860996.0,3296711,AP-LAIB5,Student
