MAC_masked,user_masked,domain,rssi,snr,byte_rx,byte_tx,name_ap,class
94579e1d9706a9975ad8810ac90c82171f01c590026ad6084bb8edb473e0f847,bb348f31e4f20d049546c7069f550cb109198c43cb8bfe4689975816e59b43c1,studenti.polito.it,-58.0,36.0,672089.0,4207207,AP-AULA11T-01,Student
e7d3871a2773fc466b6dab8991796de55e33dead164b608420e5334410cd31e0,4c9d5957986ab44a98d1ab22409a507faa5742d3c93384f33c44bcf2b97ff463,studenti.polito.it,-60.0,33.0,1536670.0,2979949,AP-AULAR4B-01,Student
343a5ca04e9271f080cc87144259661c1f71c023ab7ea4e96f050cc54e068231,57e29850cc3bf9a328a9af4aaf2a944f4ae17ef6ac6b2f012d2871ce03cfd732,studenti.polito.it,-55.0,40.0,15595846.0,869503750,AP-CIT-EXCELID,Student
8c9f4e0bcfb26c16c27a84e38d6880ce71962fbda4cd3b0cb3cda2cea425d5af,,,,24.0,7040566.0,709787,AP-DIATI-1W-XP01-02,Unknown
3b964d760a0ce0788a7e5f79d1b39a0c101f3c76d92d6e8aadfcb9a125c1c674,d6cacef244a0719cd193c16c42f32f3e0020cb4114765ee387a7a57948460e6e,studenti.polito.it,-56.0,37.0,27524072.0,15411960,AP-LAIB5D-01,Student
75b6b8eaea670b52c9484f6a3a83677fd7d98d117e20eafa31941789ad49194e,1be888fbfe78194e0f2c1f1b539ee7536151d1b0649845274c898fc01e5cafc6,studenti.polito.it,-48.0,23.0,312116629.0,9647123,AP-CIT-EXCELID,Student
db56660392e24089162da64b6fd220274a6ca83900b25f1c04e1ebd9b4975a10,410662103bca98e28a3ad3611ae201f5844a47b2acc82fc21d426385ee639cb8,studenti.polito.it,-55.0,36.0,429661253.0,11603517,AP-AULASTUDIOR1-01,Student
afa83f8b9227617bd9fb6802d6802dfe432d623a92e7e6646f9e9aba2a094031,5816ee40619d968f37d6c758acbe6b18ffeb6edf39be9beaec64f49339b21d48,studenti.polito.it,-59.0,32.0,297915.0,63351,AP-FISLAB3,Student
847681ed10aff80ea2101a541ea2f6cb2d9171f7c1e1e9ab5082679d699eabad,cd2286d9f1179dbf05b15600b0d1fdfda6b4cf4c021f7a30f0d79afd425c4531,polito.it,-72.0,23.0,55918770.0,26095645,AP-DENER02,Staff
b6404d5a542214d60d8518347d9367e23c5cdc2b8677723421bd0815779f8f31,3b8bc81310e33a06027957f8ff9832030667469bdd59abbe418bf1a33010a113,polito.it,-58.0,36.0,270689605.0,81721778,AP-AULA12I-02,Staff
589dc706552e3982f8a2e938642bc4d3608ab730ded7a730965d0ebb151630d7,3b708c41aa1e027f855a11bdd8023061691aeb2869acde5e84b3675bd0546dca,studenti.polito.it,-66.0,31.0,92575645.0,16975892,AP-VALE-MOLLINO-02,Student
9819180e2488c1503d4f4fd8da129c3bf066b7cd7b8dd9f8bdfe0d443652f142,bd9ebf937152811fcf0f4bf4e9c57daa5a7fe33b5b74b55f34252ac069cbbbed,studenti.polito.it,-73.0,6.0,18062077.0,4290810,AP-AULA1S-02,Student
a55516b716575664cb98939fda7a8840bf9073244c3f8f42ae63c2a5321ef882,a84d69d4dfe2dead7ea62d2df430c96ee52ea5f782d857dfffb0e127a403f6e3,studenti.polito.it,-58.0,33.0,107347745.0,24163060,AP-COV-C3B-XP03-15,Student
e48a1666df373d9f9d896ab3b1fb7f1e90f2e3535716db1fa0aa17e8739854e2,9172e4b6d9177452ed6277cf905564726fbcf9749937fc8c9f20c91d6e38f2eb,polito.it,-52.0,37.0,85723103.0,7614830,AP-CIT-DET3-04,Staff
466cd3b6cca1602a432a26fe5209d604e5745279b0bbcbcac147a2f4295b1cce,8e7ac24eed19f0078a5e621863576428a941fc776768894b7f0f8aec9958cc09,polito.it,-60.0,34.0,19357565.0,4745547,AP-AULA10,Staff
13feb50eb323d8650a4740ec12d9a73341ea17dcdd4e06170fb581bd8b53cf67,31e6cb3bab6b6d803e1be1b6e5b083cf0c1a7ef539d2f8b759e61145a71e9fd3,polito.it,-63.0,34.0,313733616.0,21170135,AP-RETTORATO-CDA,Staff
007e8d59788ee048f7e4337cf0c6633d421d29265d9477cc706cf1b14b1cbd3f,44a461633f46403671566ad1cf407803d7f3bef38007016a596de5d757da1b09,studenti.unisa.it,-47.0,46.0,113571195.0,29540060,AP-AULA15A-01,External
f07dacaa45d6ef5159d88fac13619c74532b950714e0fbfe36cb6d0e6d63b642,5c00593ef829eceed4e6aa6354e33d219f7e7716eaa49af9ad586ba40a7c7f28,polito.it,-62.0,31.0,9591819.0,420385,AP-DISMIC29,Staff
dc7dff3f4d845a492550cc3e69a150f17172d80731dd004fb1940a0275e15c81,33a8ccff17f7b16bc9614cfd6f5d56e2ecd7e036c87d8ddad3b6ae3971a8304a,studenti.polito.it,-49.0,42.0,208103976.0,5540394,AP-BCI-07,Student
0a88f32cc8324fda4dcdb46dcfde24ccfb1484ba949f8644d96162b4a962c1fa,2f2d01da9bc1ac10a2169ac17930287576792437ff9abdc6141d18a94f3d6b42,studenti.polito.it,-64.0,28.0,44236514.0,8594823,AP-AULA12I-01,Student
554d3aa33889bd86945b0ee7cc9cbd2b0e49734718b68de9206766f0be5d7389,abd32e5ac4db342da2114a7654a3afe957fb48ff9f2c82e25bbad393d90eed04,polito.it,-54.0,38.0,3361356.0,1719411,AP-DISMIC29,Staff
592bbacea958de3e32f6a840aab3c179c3ce0f528f16b600ed2536c4d351dfe8,f752bded36d0a229499fb7cf28de399010a45b2c20ec40bb9bdfbc4acbe9b691,studenti.polito.it,-50.0,44.0,46843243.0,27822871,AP-AULA8D-01,Student
36f4975ac2d3f2a4ccad352fcd0c8a89ee5bc59fd1bbd61bfa51c7fcb03ed57e,a346d38f45f22db1a6dc5df813b8fc85aefa923be7100089c28da00b4f46be33,studenti.polito.it,-47.0,47.0,21322192.0,2138496,AP-BCI-08,Student
